,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,cleaned_text,label
1083,1083,1083,1083,1083,icmr is honoured have carried testing samples honble members parliament officials war footing weekend service nation hashtag_icmrfightscovid,real
1084,1084,1084,1084,1084,people were granted compassionate exemption attend funeral grieve with family these people either returned facility self isolated agreed location application were granted exemption selfisolate with family member close dying,real
1085,1085,1085,1085,1085,planning visit beach your risk hashtag_covid is highest are less feet people crowded public beach freely share food toys equipment practice social distancing amp habits stay healthy,real
1086,1086,1086,1086,1086,covid is thrombosis caused bacteria the cure found italy,fake
1087,1087,1087,1087,1087,colombia is last country coronavirus test ranking,fake
1088,1088,1088,1088,1088,we ramped testing hugely country health minister edward argar says prime minister is setting ambitious achievable targets comes increasing hashtag_coronavirus testing capacity hashtag_kayburley,real
1089,1089,1089,1089,1089,coronavirus people coinfected with flu covid have far greater risk death,real
1090,1090,1090,1090,1090,the new coronavirus created china laboratory kill population,fake
1091,1091,1091,1091,1091,yes doctors confirm you can catch coronavirus from farts hashtag_coronavirus hashtag_obesity hashtag_farting hashtag_tacobell hashtag_mississippi,fake
1092,1092,1092,1092,1092,restaurant bar owners have planned do staff member gets sick with hashtag_covid cdc offers tips protect health safety staff customers tips,real
1093,1093,1093,1093,1093,local woman informs kids that mother day is going ahead despite coronavirus,fake
1094,1094,1094,1094,1094,an update managed isolation protocols from april th everybody coming across border go days quarantine managed isolation since people have one facilities,real
1095,1095,1095,1095,1095,netflix documentary tiger king has risen popularity hashtag_covid forces people lockdown so is surprise rumour began one main protagonists has infected latest issue hashtag_coronacheck hashtag_factcheck hashtag_coronavirusfacts,fake
1096,1096,1096,1096,1096,angela rayner has demanded social care workers uk are paid least real living wage care homes brace feared second wave hashtag_covid labour deputy leader joins hashtag_breakfast discuss ninethirty television channel mobilephone watch live,real
1097,1097,1097,1097,1097,hashtag_coronavirusupdates roundpushpintotal hashtag_covid cases india august playbutton cureddischargedmigrated playbutton active cases playbutton deaths total covid confirmed cases cureddischargedmigratedactive casesdeaths via,real
1098,1098,1098,1098,1098,a noted meteorologist says the california wildfires are being fanned coronavirus hashtag_coronavirus,fake
1099,1099,1099,1099,1099,russian is health minister announced starting october country would share covid vaccine with allies including venezuela,fake
1100,1100,1100,1100,1100,we have recorded close contacts charter flight christchurch auckland of have tested these include people closest person flight have returned negative result,real
1101,1101,1101,1101,1101,we should have rudimentary website sustainable process going next day thanks dozens volunteers we have hit pause adding new people effort will start bringing smooth workflows have easier ways plug,real
1102,1102,1102,1102,1102,not one politician has died virus,fake
1103,1103,1103,1103,1103,to date system has recorded close contacts returned negative test result there have casual contacts identified gym classes have tested returned negative result,real
1104,1104,1104,1104,1104,rt who sage covid vaccine recommendations are taking shape if are modellereconomist tackling key qs amp have resp,real
1105,1105,1105,1105,1105,with today six new cases one additional recovered case total number active cases is of are imported cases miq facilities are community cases,real
1106,1106,1106,1106,1106,today have recorded confirmed probable cases recovered covid increase three yesterday total there are additional deaths report,real
1107,1107,1107,1107,1107,japanese nobel laureate dr tasuku honjo has said china manufactured coronavirus worked wuhan lab later produced,fake
1108,1108,1108,1108,1108,one new case hashtag_covid has confirmed oyo state nigeria as nd march are confirmed cases hashtag_covid nigeria of confirmed cases have discharged with death,real
1109,1109,1109,1109,1109,actors applauded macron visited suburban city pantin near paris a video man front pacaembu stadium so paulo field hospital covid patients built he claims since is movement entrance one waiting get is one inside either the dean college biologists euskadi states are lot pcr false positives asymptomatic do spread coronavirus in nagpur is medical hospital kidney patient removed excuse made patient had corona with novel coronavirus sending us economy freefall posts list phone numbers job seekers call find work have shared thousands times facebook instagram people italy are threw away money lost family members coronavirus covid is humanmade american biological weapon fish tank additive may treat coronavirus everyone is dying coronavirus now there has death due covid israel mix lemon baking soda tea this combination kills coronavirus a alleged tweet general heleno minister institutional security sort like ministry interior brazil it says covid is strong since president jair bolsonaro had recovered easily bolsonaro always denied covid a post says donald trump has said march th people never died are dying there is home vaccination against coronavirus cuba picture shows clothes have died coronavirus china beijing is shipping clothes africa an american ceo drew indian map comparing population indian state countries across world highlighting india is indirectly handling covid crisis many countries a picture showing many hospital beds with patients concentrated small area the caption states is public health like brazil media never talked president barack obama waited six months call swine flu emergency thousands died the men india is railway minister demanding money helpless workers walking tracks these are doctors tijuana taking nap floor hospital photo mannequin wheeled hospital shows covid coverup four people have died zanzibar handling chicken infected with covid post says one has died coronavirus united states video showing muslim man throwing notes spread coronavirus industrialist ratan tata is view economic downfall due covid if can hold breath seconds do have fibrosis therefore infection picture text english describing method hydroxychloroquine cures virus it happens is treatment used radiation sickness senegalese doctor says chloroquine is secret low number deaths covid senegal medical report hospital general universitario santa luca de cartagena murcia person with possible coronavirus the nba is asking president donald trump resign never play again image critically ill covid infected woman hugging child last time death every election year has disease sars avian flu swine flu mers ebola zika coronavirus details three coronavirus positive cases reported kothapet hyderabad india all social media group admins are requested close groups two days joo doria governor so paulo caught covid isolated he also took chinese vaccine is tested brazil an instagram post claims microsoft founder bill gates said people could die covid vaccine priyanka gandhi has started buses help migrants travel covid lockdown a claim made india found cure coronavirus saddam hussein talked coronavirus cabinet army nineties he said america has threatened spread virus does follow command a photo has shared hundreds times facebook twitter alongside claim shows nurse apologising muslim man blamed muslim community spreading covid india the posts claim nurse forced apologise local politician a document talks benefits wine prevent coronavirus pregnant women must undergo caesarean section pandemic all us citizens are entitled usd per week stay home avoid spread covid novel coronavirus starting a picture with quote attributed bill gates stating the vaccine will safe let is get quickly anyway worry consequences later,fake
1110,1110,1110,1110,1110,our daily update is published we tracked million tests k yesterday bit april average the testing plateau continues note can track tests state reports for details see,real
1111,1111,1111,1111,1111,one wrinkle data one way think know were missing lots data is positive rate starts go also worth noting what see is upper bound positive rate,real
1112,1112,1112,1112,1112,democratic primary candidates find common ground high risk coronavirus,fake
1113,1113,1113,1113,1113,nicols maduro warned covid disease might biological weapon created against china rest world,fake
1114,1114,1114,1114,1114,text lithuanian excerpted letter claims who measures are genocide pandemic is real,fake
1115,1115,1115,1115,1115,covid update there are nine new cases covid report new zealand today eight confirmed cases one probable case the total number active cases new zealand is are imported cases managed isolation facilities,real
1116,1116,1116,1116,1116,rt nc gov roy cooper said covid patients states died had trouble getting ventilator icu,fake
1117,1117,1117,1117,1117,hashtag_coronavirusupdates statewise details total confirmed hashtag_covid cases till september am rightarrowstates with confirmed cases rightarrowstates with confirmed cases rightarrowstates with confirmed cases rightarrowtotal confirmed cases far,real
1118,1118,1118,1118,1118,images show indonesian doctor dr hadio ali died due covid,fake
1119,1119,1119,1119,1119,hashtag_indiafightscorona india has one lowest global hashtag_covid fatality rates dr vinod paul member health apprises gom vaccine development india,real
1120,1120,1120,1120,1120,latest updates directorgeneral health police commissioner there are new cases covid report today this means new zealand combined total confirmed probable cases is are confirmed cases covid,real
1121,1121,1121,1121,1121,did donald trump attempt steal covid vaccine german company refuse testing kits who,fake
1122,1122,1122,1122,1122,coronavirus patient zero identified hashtag_santa hashtag_coronavirus hashtag_patientzero,fake
1123,1123,1123,1123,1123,yesterday laboratories completed tests bringing total number tests completed date,real
1124,1124,1124,1124,1124,says president donald trump is morbidly obese,fake
1125,1125,1125,1125,1125,there are new recovered cases report continue active cases managed isolation facilities none people are receiving hospitallevel care our number confirmed cases remains,real
1126,1126,1126,1126,1126,the covid pandemic caused g network all influenza pandemics are caused electrification earth,fake
1127,1127,1127,1127,1127,another implication fact is lot headroom left outbreak grow we have locked lots transmission already data see lags weeks time infection,real
1128,1128,1128,1128,1128,kabataan representative philippines sarah elago tested positive coronavirus,fake
1129,1129,1129,1129,1129,andrew jenkinson says wife is treatment has paused is much concentration covid get story,real
1130,1130,1130,1130,1130,here is good news today deaths fell first time since march the day average keeps falling slowly,real
1131,1131,1131,1131,1131,myanmar navy ships have started blocking shooting bengalis stop entering country with covid,fake
1132,1132,1132,1132,1132,there are five recovered cases report bringing total number active cases of are imported cases miq facilities are community cases,real
1133,1133,1133,1133,1133,it has days since last case covid acquired locally unknown source the total number active cases is today new case is woman s arrived new zealand july london via doha sydney,real
1134,1134,1134,1134,1134,acc hashtag_covid testing strategy hashtag_asymptomatic direct amp highrisk contacts confirmed hashtag_covid case needs tested day coming contact please contact district surveillance officer hashtag_covid test family,real
1135,1135,1135,1135,1135,more people have returned nz since march our managed isolation quarantine workers are working ground supporting returnees keeping communities safe covid,real
1136,1136,1136,1136,1136,while is soon assess full impact hashtag_covid report estimates million people may face chronic hunger end year hashtag_sofi,real
1137,1137,1137,1137,1137,delays getting hashtag_coronavirus test results back have condemned appalling negligent chair body representing care homes uk,real
1138,1138,1138,1138,1138,the latest cdc hashtag_covidview shows influenzalike illness has declined nationally is baseline remains elevated northeastern northwestern parts us see additional data,real
1139,1139,1139,1139,1139,note the deaths reported lagos state rd july include previously unreported deaths a breakdown cases state can found via hashtag_takeresponsibility,real
1140,1140,1140,1140,1140,pier luigi bersani,fake
1141,1141,1141,1141,1141,the latest cdc hashtag_covidview report shows percentage deaths attributed hashtag_covid increased first weeks july has since decline,real
1142,1142,1142,1142,1142,hashtag_indiafightscorona major highlights week more crore tests conducted far in last hrs lakh samples have tested no recovered patients crossed lakhs hashtag_unlock guidelines issued secretary,real
1143,1143,1143,1143,1143,it messy number especially time series you could get number reflects today would mix cumulative hospitalizations states daily totals others,real
1144,1144,1144,1144,1144,the index case hashtag_covid hashtag_nigeria detected astute physician aware national case definition our appeal health care workers is pay attention patient travel history critical time,real
1145,1145,1145,1145,1145,one article le parisien french journal published reveals covid created chinese scientists,fake
1146,1146,1146,1146,1146,olly murs turns local hospital with coronavirus turns hangover,fake
1147,1147,1147,1147,1147,current hospitalizations ticked first time since early may today that is largely alabama began reporting hospitalizations today added people known national total k,real
1148,1148,1148,1148,1148,bruno covas mayor so paulo admited using chloroquine he banned drug so paulo,fake
1149,1149,1149,1149,1149,new cases hashtag_covid have reported lagos borno osun katsina kano ekiti edo bauchi imo as pm th april are confirmed cases hashtag_covid reported nigeria discharged deaths,real
1150,1150,1150,1150,1150,claim cow urinedung could treat covid assam legislator haripriya fact such claims add misinformationfearmongering should fight disease scientifically anant bhan health researcher no preventive medcure yetwho,fake
1151,1151,1151,1151,1151,breaking people may have coronavirus will required selfisolate law with refuse facing fines england read,real
1152,1152,1152,1152,1152,the overarching goal covax facility is ensure countries have access vaccines time priority is given risk including health workers older people others highest risk hashtag_covid hashtag_unga hashtag_un,real
1153,1153,1153,1153,1153,cardio workout lockdown hashtag_covidpandemic,fake
1154,1154,1154,1154,1154,pakistan is pm imran khan tested covid positive,fake
1155,1155,1155,1155,1155,as coronavirus has led layoffs stripped workers employersponsored health insurance top republicans have actually encouraged people sign plans available marketplaces set obamacare,fake
1156,1156,1156,1156,1156,a claim india ministry home affairs has made punishable offense citizens publish posts social media novel coronavirus has shared repeatedly facebook twitter whatsapp,fake
1157,1157,1157,1157,1157,now virus is spreading have had act health secretary matt hancock explains local measures have taken try stop spread hashtag_coronavirus follow live,real
1158,1158,1158,1158,1158,no response government nurses staff civil hospitals regards safety security due people telangana suffering have seasonal cold cough fever are worried go hospital due covid telangana government should think situation solve problem soon possible hashtag_kcrfailedtelangana hashtag_bangarutelangana,fake
1159,1159,1159,1159,1159,we believe data is central mission recording statelevel data illuminates severity outbreak intensity responses we expect states will reporting numbers soon,real
1160,1160,1160,1160,1160,hashtag_coronavirusupdates hashtag_indiafightscorona india touches new peak tests day taking cumulative testing with highest single day hashtag_covid recoveries recovery rate improves today,real
1161,1161,1161,1161,1161,hospitals united states get paid patients die flu covid,fake
1162,1162,1162,1162,1162,hashtag_indiafightscorona recovery lakh has made possible policy testing aggressively tracking comprehensively amp treating efficiently better ambulance services focus standard care amp use noninvasive oxygen have given desired results,real
1163,1163,1163,1163,1163,new cases hashtag_covid lagos fct akwa ibom oyo kaduna delta rivers ogun ebonyi kano plateau gombe kebbi kwara bauchi borno cases hashtag_covidnigeria discharged deaths,real
1164,1164,1164,1164,1164,photo people medical scrubs lying floor operating theatre shows italian doctors died covid one day,fake
1165,1165,1165,1165,1165,video shows dead bodies delhi is loknayak hospital india,fake
1166,1166,1166,1166,1166,jedward say believe coronavirus is starting lose power,fake
1167,1167,1167,1167,1167,we have heard single police officer dying covid across world,fake
1168,1168,1168,1168,1168,the nobel prize winner inventing pcr method says is suitable virus detection,fake
1169,1169,1169,1169,1169,the inventor pcr said test did work detect viruses,fake
1170,1170,1170,1170,1170,as mark days since first case hashtag_covidnigeria remember people lost outbreak as publish daily situation reports remember humans amp loved ones behind numbers,real
1171,1171,1171,1171,1171,the dpp democratic progressive party politician wang shijian said taiwan has confirmed cases,fake
1172,1172,1172,1172,1172,our total number confirmed cases is we will report who,real
1173,1173,1173,1173,1173,us labs can test infection with hashtag_covid using existing cdc test kits for specific instructions newest protocol using cdc tests visit,real
1174,1174,1174,1174,1174,in absence vaccine prevent hashtag_covid have focus nonpharmaceutical interventions using face masks physical distancing frequent hand washing join ongoing conversation livebackhandindexpointingdownmediumskintone,real
1175,1175,1175,1175,1175,nobel laureate dr honjo has claimed covid virus man made wuhan laboratory,fake
1176,1176,1176,1176,1176,intrepid investigative reporting reveals mystery ingredients russki covid vaccine hashtag_russia hashtag_coronavirus,fake
1177,1177,1177,1177,1177,hashtag_indiafightscorona india has substantively ramped testing infrastructure one lab jan labs today expanded diagnostic lab network amp facilitation easy testing across country has given boost india has done crore tests presently,real
1178,1178,1178,1178,1178,hashtag_indiafightscorona average daily recovered cases week wise have grown times st week july last week august,real
1179,1179,1179,1179,1179,this brings total number cases are linked latest community outbreak given cases are linked are treating cluster at stage expect will cases,real
1180,1180,1180,1180,1180,who backs asymptomatic coronavirus transmission claims hashtag_coronavirus,real
1181,1181,1181,1181,1181,counties with lax travel policies risk becoming next hot spots disease also acting reservoirs virus reignite infection places have tamped down hashtag_actnow hashtag_stayhome via,real
1182,1182,1182,1182,1182,rt cdc leads new national genomics consortium help coordinate sarscov sequencing laboratories across united st,real
1183,1183,1183,1183,1183,relax i developed cooking skills lockdown get apron here gt gt gt,fake
1184,1184,1184,1184,1184,if gotten flu shots past years will test positive wuhan strain covid,fake
1185,1185,1185,1185,1185,rt hashtag_indiafightscorona has advised tests per day per million population with focussed centre led efforts effec,real
1186,1186,1186,1186,1186,americans attempting speak truth power hindered statemandated face masks hashtag_covid hashtag_pandemic hashtag_freedom,fake
1187,1187,1187,1187,1187,prescription issued dr raj kamal agarwal sir ganga ram hospital general public case emergency kindly save prescription kind emergency,fake
1188,1188,1188,1188,1188,the coronavirus transmission rate could high uk official figures show,real
1189,1189,1189,1189,1189,the access hashtag_covid tools act accelerator is groundbreaking global collaboration accelerate development production equitable access covid diagnostics therapeutics vaccines backhandindexpointingright,real
1190,1190,1190,1190,1190,the leakage different harmful viruses laboratories can accidental there is world must saved china we have already lost entire year due covid originated china,fake
1191,1191,1191,1191,1191,if genetic manipulation had performed one several reversegenetic systems available betacoronaviruses would probably have used however genetic data irrefutably show sarscov is derived previously used virus backbone,fake
1192,1192,1192,1192,1192,a message claimed angel broking has gone bankrupt oil prices went negative due coronavirus lockdown around world,fake
1193,1193,1193,1193,1193,a video has shared multiple facebook twitter posts april alongside claim shows temple india turned covid quarantine centre state government,fake
1194,1194,1194,1194,1194,at present are nine vaccines are part dynamic portfolio is constantly reviewed optimised ensure access best possible range products hashtag_covid,real
1195,1195,1195,1195,1195,hashtag_covid has affected every person america way is affecting everyone same way many racial ethnic groups are overly affected covid read cdc commitment improve hashtag_healthequity,real
1196,1196,1196,1196,1196,all government coronavirus f kups timeline,fake
1197,1197,1197,1197,1197,nebraska the strict measures turns contain virus faster options the virus could peak middle april disappear entirely middle july according model via,real
1198,1198,1198,1198,1198,hashtag_convalescent plasma should considered standard care treatment patients with hashtag_covidasserts,real
1199,1199,1199,1199,1199,in clinical trial released today havana cuba good news cuba china is antiviral injection heberon alfa r interferon alfab treating early covid however control group much sicker,fake
1200,1200,1200,1200,1200,a claim sri lankan students were flown home pakistan were stranded county is covid lockdown has shared facebook whatsapp,fake
1201,1201,1201,1201,1201,a video is doing rounds social media claims policemen are tested positive covid,fake
1202,1202,1202,1202,1202,reposting daily cases chart clarity it mislabeled earlier tweet cases totals are drifting due improving situation ny metro area still k newly reported cases represent global total,real
1203,1203,1203,1203,1203,when travel take steps slow spread hashtag_covid learn,real
1204,1204,1204,1204,1204,italian doctor couple diagnosed with coronavirus,fake
1205,1205,1205,1205,1205,a lot engagement appears have driven brian rose organization london real is behind website hosted plandemic has history airing falsehoods covid,fake
1206,1206,1206,1206,1206,there have positive tests border managed isolation facilities last days we continue test border miq staff,real
1207,1207,1207,1207,1207,updated our timeline president donald trump is response coronavirus pandemic includes comments speedy vaccine bob woodward tapes,fake
1208,1208,1208,1208,1208,is australia doing better hashtag_covid new zealand despite extreme lockdown hashtag_qanda hashtag_factcheck,fake
1209,1209,1209,1209,1209,china is communist government created novel coronavirus laboratory released world deadly bioweapon,fake
1210,1210,1210,1210,1210,claims coronavirus is fake belarus is coping well with pandemic hysteria,fake
1211,1211,1211,1211,1211,people scotland have banned visiting households indoors tough new restrictions go announced england get new measures scotland,real
1212,1212,1212,1212,1212,there is one additional previously reported case is considered have recovered covid our total number active cases is are imported cases miq facilities are community cases,real
1213,1213,1213,1213,1213,news government covid alert level reduced asleep comatose,fake
1214,1214,1214,1214,1214,images alleged fire new york is lebanon hospital,fake
1215,1215,1215,1215,1215,acc report am top states with highest recovered hashtag_covid cases are blacksmallsquare hashtag_maharashtra blacksmallsquare hashtag_tamilnadu blacksmallsquare hashtag_andhrapradesh blacksmallsquare hashtag_karnataka blacksmallsquare hashtag_uttarpradesh hashtag_covid hashtag_covid hashtag_coronaviruspandemic,real
1216,1216,1216,1216,1216,the number patients currently hospitalized with covid has fallen peak july,real
1217,1217,1217,1217,1217,hashtag_todayinncdc a virtual risk communication training held health educators amp key communication stakeholders across states amp fct strengthening nigeria is hashtag_covid response activities collaboration with hashtag_takeresponsibility,real
1218,1218,1218,1218,1218,three close family contacts man travelling with have also tested with two negative results third pending all are treated close contacts will checked daily retested develop symptoms day stay,real
1219,1219,1219,1219,1219,a study recovered covid patients finds takes average days covid symptoms first appear patient test negative pcr test older age severe symptoms are associated with longer viral clearance times read,real
1220,1220,1220,1220,1220,the latest cdc hashtag_covidview report shows people continue have highest rates hashtag_covidassociated hospitalizations followed people age hospitalization rates are cumulative will continue increase pandemic continues,real
1221,1221,1221,1221,1221,factchecking joe biden military coronavirus deaths he offered vastly larger number mistaking michigan numbers military toll,fake
1222,1222,1222,1222,1222,american is arm coronavirus panic spreads hashtag_americans hashtag_coronavirus,fake
1223,1223,1223,1223,1223,uv rays sunlight can kill coronavirus,fake
1224,1224,1224,1224,1224,in pennsylvania actions taken past two weeks including shutting thousands businesses issuing stayathome order counties are essential thwarting worstcase scenarios reducing future deaths,real
1225,1225,1225,1225,1225,canadian government scolds citizens fully embracing halfmeasures hashtag_covid,fake
1226,1226,1226,1226,1226,says president donald trump spawned wuhan super virus outbreak code name zyphr,fake
1227,1227,1227,1227,1227,nio jess hospital has left without covid care children young people madrid,fake
1228,1228,1228,1228,1228,chief minister has issued new curfew timings tomorrow shop timing will be morning pm,fake
1229,1229,1229,1229,1229,announcing longterm care covid trackerthe comprehensive dataset covid longterm care facilities unisted states,real
1230,1230,1230,1230,1230,coronavirus christmas is best time new lockdown measures says oxford expert,real
1231,1231,1231,1231,1231,we are pleased announce inclusion general hospital onitsha anambra ncdc molecular laboratory network there are currently laboratories with capacity test hashtag_covid hashtag_ncdclabnetwork hashtag_takeresponsibility,real
1232,1232,1232,1232,1232,thanks continued advocacy are also looking new way describing positivity rate tests per positive after rising much may regions good number is beginning fall bad,real
1233,1233,1233,1233,1233,disney world reopens hopes inevitable parental deaths will inspire future films hashtag_disney hashtag_covid,fake
1234,1234,1234,1234,1234,our national contact tracing service has close contacts identified have contacted are self isolation others are contacted,real
1235,1235,1235,1235,1235,rt a key feature hashtag_covid outbreak is can spread even have symptoms feel sick is quite contag,real
1236,1236,1236,1236,1236,last monday cases hit lowest daily total since march today case number is couple thousand cases last week though still k,real
1237,1237,1237,1237,1237,hashtag_indiafightscorona new cases country are concentrated statesuts statesuts also account new recoveries maharashtra andhra pradesh karnataka are among reporting higher number recoveries new hashtag_covid cases,real
1238,1238,1238,1238,1238,rt cdc works diligently fight respiratory illness frontlines including hashtag_tb hashtag_covid learn g,real
1239,1239,1239,1239,1239,reopening schools has caused flareup contaminations france,fake
1240,1240,1240,1240,1240,reporters without borders reported government turkmenistan had banned word coronavirus people could arrested wearing masks discussing pandemic,fake
1241,1241,1241,1241,1241,rt hashtag_covidupdate backhandindexpointingrightindia is recovery rate amongst hashtag_covid patients stands backhandindexpointingrightcase fatality rate has slumped f,real
1242,1242,1242,1242,1242,it should obvious large numbers new cases states are due testing florida georgia have positivity rates well beyond only arizona has higher positivity rate florida right,real
1243,1243,1243,1243,1243,our daily update is published we tracked million tests k yesterday note can track tests state reports are important caveats for details see,real
1244,1244,1244,1244,1244,our us intervention model projects covid infections hospitalizations deaths across united states well models public health interventions contain spread covid save lives,real
1245,1245,1245,1245,1245,a worker prince hotel mehdipatnam hyderbad india has tested positive coronavirus,fake
1246,1246,1246,1246,1246,jamal khashoggi died from coronavirus saudi arabia hashtag_donaldtrump hashtag_coronavirus hashtag_saudiarabia hashtag_jamalkhashoggi,fake
1247,1247,1247,1247,1247,can anyone help getting surgical masks safety gears these are needed donation hospitals isolation quarantine centres volunteers working affected areas hashtag_covidpakistan,fake
1248,1248,1248,1248,1248,day hashtag_office catch hashtag_work hashtag_london computer cleaning keeps it equipment safe disinfecting keyboards mice laptops hashtag_bacteria hashtag_germs hashtag_viruses hashtag_covid hashtag_business hashtag_coronavirus hashtag_safetyfirst hashtag_tech,fake
1249,1249,1249,1249,1249,rt hashtag_covid hashtag_pandemic increases risk perinatal anxiety depression amp hashtag_domesticviolence it is critically important s,real
1250,1250,1250,1250,1250,as july cumulative number hashtag_covid cases reported us surpassed million wear mask around people don live household stay feet away others amp wash hands often see data,real
1251,1251,1251,1251,1251,every day american elected officials wait lives will lose covid mothers brothers sisters fathers grandparents friends coworkers tell elected officials lives matter quick educated decisions are necessary fight covid,real
1252,1252,1252,1252,1252,amid who is threatening updates big techbiotechbig pharma politics news promising vaccines hashtag_coronil is hope naman shri foldedhands,fake
1253,1253,1253,1253,1253,loudspeaker hashtag_coronavirusupdates roundpushpin hashtag_covid india tracker as august am rightarrowconfirmed cases rightarrowrecovered thumbsup rightarrowactive cases rightarrowdeaths hashtag_indiafightscorona hashtag_indiawillwin hashtag_staysafe via,real
1254,1254,1254,1254,1254,the c mortality score accurately predicts risk death hospitalized patients with hashtag_covid completed admissions,real
1255,1255,1255,1255,1255,nick forbes leader newcastle city council says people meeting city centres late night is challenge preventing spread hashtag_covid saying drinks means social distancing goes window hashtag_kayburley,real
1256,1256,1256,1256,1256,the california situation continues just do math positivenegative ratio stays big assumption could k additional positives california would give state secondmost confirmed cases nation,real
1257,1257,1257,1257,1257,italian mp sara cunial says bill gates kills people with vaccines terminator seeds is behind covid pandemic,fake
1258,1258,1258,1258,1258,pcr test swab length is double length flu test,fake
1259,1259,1259,1259,1259,the number covid infection japan is times higher officially announced,fake
1260,1260,1260,1260,1260,harvard scientist predicts coronavirus will infect percent humanity,fake
1261,1261,1261,1261,1261,new a popular facebook post erroneously cites list medical exports evidence covid tests existed prior pandemic they did,fake
1262,1262,1262,1262,1262,with expanded national case definition amp addition two new laboratories test hashtag_covid ibadan amp ebonyi states national testing capacity is day i applaud health workers amp emergency responders critical time hmh,real
1263,1263,1263,1263,1263,us president donald trump called philippines president rodrigo duterte ask help solve coronavirus can handle constituents,fake
1264,1264,1264,1264,1264,covid is strain flu,fake
1265,1265,1265,1265,1265,doctors should pay particular attention patients with endocrine disorders hashtag_diabetes develop covid endocrinologists said,real
1266,1266,1266,1266,1266,the rapid diagnostic tests coronavirus are manipulated show coronavirus infections,fake
1267,1267,1267,1267,1267,coronavirus latest is it time to turn on each other,fake
1268,1268,1268,1268,1268,ratan tata indian industrialist spoke indian economy would bounce back did believe experts predicting slowdown,fake
1269,1269,1269,1269,1269,if maintain social distancing indoors is reason have additional mask top,fake
1270,1270,1270,1270,1270,phase trial bharat biotech is covaxin start lucknow gorakhpur dr amish pathak covid today ig channel hashtag_covid hashtag_covidindia hashtag_pandemic,fake
1271,1271,1271,1271,1271,the reason us documented covid cases world had tested residents faster rate country,fake
1272,1272,1272,1272,1272,our daily update is published we tracked total tests yesterday lowest number since note can track tests state reports and states report tests for details see,real
1273,1273,1273,1273,1273,hashtag_hcp protect others hashtag_covid following facemask do don ts learn,real
1274,1274,1274,1274,1274,hashtag_fauci says may end are back degree normality,real
1275,1275,1275,1275,1275,china has successfully developed vaccine ready combat coronavirus,fake
1276,1276,1276,1276,1276,hashtag_indiafightscorona benefits healthcare workers pradhan mantri garib kalyan package an additional incentive rs per month is paid hashtag_ashas view significant contribution towards hashtag_covid pandemic related work details,real
1277,1277,1277,1277,1277,deaths blamed coronavirus are actually due flu,fake
1278,1278,1278,1278,1278,college students are risk hospitalized covid,fake
1279,1279,1279,1279,1279,pregnant women test positive covid,real
1280,1280,1280,1280,1280,our daily update is published we tracked million tests k yesterday for details see,real
1281,1281,1281,1281,1281,as pm rd april cases state lagos fct kano ogun katsina osun oyo edo borno kwara akwa ibom kaduna gombe bauchi delta ekiti ondo rivers jigawa enugu niger abia benue anambra sokoto adamawa plateau,real
1282,1282,1282,1282,1282,pcps report hashtag_covid significantly changed work specialists report,real
1283,1283,1283,1283,1283,our models estimate hashtag_colorado has high positive test rate is near full icu capacity colorado has elevated risk based hashtag_reopeningsafely metrics,real
1284,1284,1284,1284,1284,breaking news russia covid vaccine successfully tested ready use,fake
1285,1285,1285,1285,1285,don put family risk hashtag_covid visiting person call grandparents invite video chat keep loved ones safe staying connected physically distant hashtag_physicaldistance hashtag_togetheralone,real
1286,1286,1286,1286,1286,we are aware ongoing clinical trials conducted scientists uk will work with sister agencies evaluate emerging data use dexamethasone we will inform general public outcomes following scientific review validation,real
1287,1287,1287,1287,1287,in resident evil umbrella corporation releases virus infects people raccoon city a biological research lab with exact logo umbrella corporation can found city coronavirus outbreak originated,fake
1288,1288,1288,1288,1288,the bombay high court mumbai city has extended lockdown state maharashtra till april,fake
1289,1289,1289,1289,1289,population india crores if covid do testing lakh people every day will take days is approximately four half years test crore people much time is also enough finish country,fake
1290,1290,1290,1290,1290,since august contact tracing team has identified close contacts cases have contacted are selfisolating have completed selfisolation we are process contacting rest,real
1291,1291,1291,1291,1291,rt pm launched hitech state art covid testing facilities cities will scale testing,real
1292,1292,1292,1292,1292,the severity covid case surabaya indonesia is caused global elite conspiracy,fake
1293,1293,1293,1293,1293,wondering hashtag_covid got name it short hashtag_coronavirus disease covid is caused coronavirus looks like crown take steps slow spread wear mask wash hands often stay feet apart learn,real
1294,1294,1294,1294,1294,as per goi is recommended use sodium hypochlorite phenolic disinfectants disinfection kindly refer link preparing fresh sodium hypochlorite solution annexure i,real
1295,1295,1295,1295,1295,new during visit state joe biden mistook michigan covid numbers military toll,fake
1296,1296,1296,1296,1296,compared state local aid proposed coronavirus relief bill debt said incurred tax bill her comparison has merit is missing context,fake
1297,1297,1297,1297,1297,release date girl with a pearl earring vs predator delayed october due coronavirus,fake
1298,1298,1298,1298,1298,bill gates who world bank lost billions trump amid coronavirus outbreak,fake
1299,1299,1299,1299,1299,hydroxychloroquineis founded inkalonji seedso take kalonji seed with honey mix with hot water take bfast to prevent attacked fromcovid corona virus please guys share information with friends family,fake
1300,1300,1300,1300,1300,for rest new zealand the rest new zealand will go alert level noon wednesday august you will still able go work school with physical distancing wear masks can public,real
