,cleaned_text,label
627,total number confirm case covid number report world health organization new zealand receive hospitallevel care covid,real
628,hashtagindiafightscorona statesut country total number active case upto secretary hashtagstaysafe hashtagindiawillwin,real
629,consumer affair agency japan warn people early march false advertisement boasting product effective prevent novel coronavirus infection hashtagcovid disinfection card hashtagcovid hashtagcovid hashtagcovid hashtagcovid hashtagcovidindia,real
630,rt west bengal kolkata metro rail authority decide resume service september compliance standard operati,real
631,loudspeaker hashtagncdcinthenew ncdc national reference laboratory abuja select laboratory africa provide genomic sequencing capacity hashtagcovid continent,real
632,official datum deaths italy,fake
633,goodness true somendfindout n mny cointrir wth strong intel agency cudnt detect fact cheat world corona virus bacterial infection patient cure day video share fact b verify,fake
634,fight coronavirus pandemic important fight infodemic know fake news misinformation bring disharmony society verify sharing forget tell receiver hashtagmainbhinewschecker,fake
635,new case hashtagcovid lago jigawa ogun borno kaduna oyo river ebonyi kano kwara katsina akwa ibom sokoto bauchi yobe anambra gombe niger ondo plateau fct bayelsa case hashtagcovid nigeria discharge death,real
636,good question case number precede hour period,real
637,total number confirm case combine total confirm probable case number recover case remain additional death report,real
638,hold breath second cough difficulty breathing indicate absence covid infection,fake
639,new case hashtagcovidnigeria lago kano ogun plateau oyo benue fct ondo kaduna akwa ibom gombe river ekiti osun cross river borno edo bayelsa confirm discharged death,real
640,despite ease lockdown start th critical nigerians adhere measure hashtagpreventcovid spread eighto clockdaily curfew pmam facewithmedicalmaskmandatory use mask mosqueban social religious gathering trolleybus restrict interstate travel share widely,real
641,get hydroxychloroquine chloroquine discussion today feel like work people recover fast dissent tell believe read safe didn kill trump remind trump covid,fake
642,trump announce strategic toilet roll stockpile hashtagdonaldtrump hashtagcovid hashtagtoiletrollhorder hashtagstrategicreserve,fake
643,world tell covid job list people,fake
644,hashtagindiafightscorona india total recovery cross lakh patient recover time active case recovery exceed active case lakh,real
645,path hashtaghurricanelaura learn community evacuation route location emergency shelter different year hashtagcovid hashtaglaura,real
646,note government nigeria validate approve treatment covid addition use dexamethasone covid treatment validate,real
647,rt hashtagdyk cloth face covering help prevent people hashtagcovid know exper,real
648,image show covid patient state coronavirus isolation ward pakistan,fake
649,hashtagcovid case child,real
650,grateful leadership support national public health institutes africa include ncdc st hashtagcovid case confirm china provide training lab risk comms ipc case management personnel nigeria,real
651,poll reader hashtagcoronavirus vaccine soon available half year,real
652,break nicola sturgeon urge boris johnson cobra meeting rise hashtagcoronavirus infection say give situation uk ask nations cobr meeting take place hour,real
653,new find odd hashtagcovid outbreaks west virginia nursing home x high low quality high quality nursing home rate health dept use cms rating identify nursing home high risk covid,real
654,today hashtagbihar district highest active hashtagcovid case blacksmallsquare hashtagpatna case blacksmallsquare hashtagbhagalpur case blacksmallsquare hashtagnalanda case hashtagcovid hashtagcovid hashtagcovid hashtagcovid hashtagcovidindia hashtagcovidupdate hashtagcoronavirus hashtagcoronaupdate hashtagcoronavirusindia hashtagcoronavirusupdate,real
655,coronavirus cause snake,fake
656,hashtagwildfire smoke symptom similar hashtagcoronavirus add pressure strap ed,real
657,renata vasconcello brazil famous news anchor contract covid,fake
658,irish news organisation organise collective moment applause government praise work handle coronavirus pandemic,fake
659,claim disease outbreak pandemic correspond election year,fake
660,dermatologic pattern exist patient suspect confirm hashtagcovid,real
661,uk plan reopen school,real
662,india surpass russia worstaffecte country worldwide united states brazil john hopkins university maharashtra government allow reopen hotel lodge outside containment zone july hashtagcovid hashtagcoronavirusfact,fake
663,thirtyeight new case hashtagcovid report kano gombe kaduna borno abia fct sokoto ekiti pm th april confirm case hashtagcovid report nigeria discharge death,real
664,rt hashtagcovid update backhandindexpointingrighta total new case report hour country backhandindexpointingright tota,real
665,daily update publish state report million test k case death time see million test report,real
666,people leave manage isolation facility period contact test negative covid people speak refer testing,real
667,put little bastard adoption read ireland heartwarme covid story,fake
668,contradiction plague americans absent consistent national messaging hashtagcovid,real
669,covid update new case covid report case community epidemiological link auckland cluster,real
670,clinical trial start dose covid patient hashtaghcq hashtagchloroquine cargo cult ship sail run aground clever investigator quickly switch new magic drug hashtagvitamind,fake
671,video accompany claim show body remove hospital iran novel coronavirus pandemic,fake
672,rt india hashtagcovid vaccine candidate covaxintrademark get approval human trial jointly develop,real
673,allowance member parliament india increase thousand rupee pandemic,fake
674,image show mother hug baby infect covid inside laminar airflow room,fake
675,meghan markle planning huge k birthday party coronavirus pandemic,fake
676,video claim chinese muslims perform communal friday prayer mosque despite novel coronavirus pandemic,fake
677,china deceive world coronavirus pandemic punish god,fake
678,website claim china confirm patient zero sex bat,fake
679,hashtagindiafightscorona roundpushpinaccorde new guideline restriction interstate intrastate movement hashtagunlock hashtagstaysafe hashtagindiawillwin,real
680,yesterday laboratory complete test bring total number test complete date include test manage isolation facility communitybase testing country seven day roll daily test average,real
681,hashtagcovid vaccine target move mid require fda approval process,real
682,hashtagindiafightscorona india scale peak hour lakh test conduct country time record high total hashtagcovid test cr,real
683,hashtagindia muslim boy rizwan die beat police tanda relative hungry go buy biscuit domestic item,fake
684,video orangutan washing hand view million time facebook twitter youtube post claim animal imitate zookeeper novel coronavirus pandemic,fake
685,lab thane close report false positive case covid,fake
686,test lung covid selfcheck,fake
687,know cure covid hydroxychloroquine prove treatment public health official advise wear face mask public,fake
688,hashtagdialysis patient hit hard hashtagcovid mortality rate,real
689,drink water minute protect people coronavirus,fake
690,daily update publish track million test k yesterday low total couple week reason low number texas report detail,real
691,authority guatemalan ministry health say buy respirator talk shortage type medical equipment,fake
692,passengerexpress train cancel till september th corona epidemic railway extend cancellation passengerexpress suburban train till september wake covid pandemic,fake
693,fact check viral post coronavirus covid unicef accurate,fake
694,great risk hashtagcovid infection close contact people covid include family member healthcare worker care people infect,real
695,video chinese people spread coronavirus country,fake
696,false mike pence claim oklahoma flatten covid curve data show oklahoma daily caseload rise consistently june level high point pandemic,fake
697,new large scale study aim find bame healthcare worker high risk covid,real
698,break stay lockdown adhere social distancing guideline necessary horny insist prof neil ferguson,fake
699,hashtagindiafightscorona roundpushpinmetro rail metro allow operate effect th september backhandindexpointingdown hashtagstaysafe hashtagindiawillwin hashtagunlock,real
700,wear face mask cause carbon dioxide toxicity believe misinformation internet read hashtagcoronacheck instead hashtagcoronavirusfact hashtagdatoscoronaviru,fake
701,virus cure call hydroxychloroquine zinc zithromax know people want talk mask hello don need mask cure,fake
702,india cross landmark record high test single day lakh hashtagcovid test conduct hrs stateut conduct testsdaymillion advise,real
703,new case hashtagcovid lago kano katsina kaduna ogun gombe adamawa fct ondo oyo river zamfara borno bauchi case hashtagcovid nigeria discharge death,real
704,video allegedly show man spit bread slice share communal spin india,fake
705,country respond recent global assessment continuity essential health service hashtagcovid report dental service partially completely disrupt figure high type essential service,real
706,politicize doctor treat covid patient day send people home quarantine day treatment hydroxy chloroquine instead effective drug murder,fake
707,video view thousand time multiple post facebook twitter youtube claim show chinese police arrest people infect novel coronavirus,fake
708,nurse say brazilian state municipality earn federal funding death record covid,fake
709,coronavirus labour conference difference welcome twice normal annual event,real
710,bill gate predict coronavirus outbreak,fake
711,novel coronavirus lab spread way force vaccinate people,fake
712,new case hashtagcovid lago kano zamfara sokoto borno fct oyo kebbi gombe ogun katsina kaduna adamawa confirm case hashtagcovid nigeria discharge death,real
713,claim low mortality rate world covid false,fake
714,daily update publish track million test k yesterday note track test state report detail,real
715,tear gas dangerous coronavirus pandemic expert warn,real
716,fox news report president trump testing positive covid,fake
717,corona bad guy die twice,fake
718,death low monday weekend reporting effect probably play nonetheless well reverse,real
719,regular class activity remain closed student hashtagunlock goi follow phasewise unlocking activity start partial resumption activity school student class th,real
720,bhutan zero covid case thank vegetarian diet,fake
721,overall covid strategy remain elimination require ongoing stamp virus anytime comes keep covid day long country,real
722,rt hashtagcoronavirusupdate backhandindexpointingright total recovery demonstrate steep exponential rise backhandindexpointingright india report highe,real
723,state florida announce measure workplace employee pay mandatory leave avoid spread covid coronavirus start march school close week march th,fake
724,hashtagindiafightscorona total recovery india cross lakh today lakh recovery record day comparison precede lakh recovery record day hashtagstaysafe hashtagindiawillwin,real
725,health dept cdc guidance hashtagcovid contact trace available help plan implement enhance covid case investigation contact trace effort learn,real
726,hashtagcovid hashtagcoronavirus hashtagcoronaoutbreak italy hospital overwhelm hundred die daily hashtagcoronaviru,fake
727,try sensationalize begum got infect driver imran uncle infect,fake
728,angela rayner say government figure average coronavirus test conduct daily ask prime minister explain pm insist test day week follow hashtagpmqs live,real
729,texas number currently hospitalize covid patient k day new york peak k hospitalize covid patient,real
730,acc hashtagunlockguideline wear hashtagfacemask compulsory public place workplace transport dma person violate measure liable legal action rule regulation specify stateut,real
731,hashtagindiafightscorona india witness unprecedented surge daily testing lakh hashtagcovid test conduct hrs cr total test conduct,real
732,majority hashtagcovid case nigeria record age group age account majority fatality ask nigerians hashtagtakeresponsibility protect self vulnerable population,real
733,governor rio de janeiro pay special covid monthly allowance brl inmate state emergency covid poor people convict criminal brl,fake
734,supreme court rule today vote mail,fake
735,update hashtagcovid hashtagcoronavirus italy rightarrowreproduction number r lt rightarrowno herd immunity reach rightarrow return prelockdown mobility lead resurgence death rightarrowenhance surveillance need reduce risk resurgence japanesesymbolforbeginnerreport,real
736,china exports mask infect covid,fake
737,hashtagindiafightscorona india progressively maintain low case fatality rate today compare global average aim achieve national cfr statesut today report mortality figure low,real
738,city state start require face mask covering sure love one prepare,real
739,new case hashtagcovid confirm nigeria fct lago edo case return traveller uk rd march confirm case hashtagcovid nigeria discharge,real
740,coronavirus outbreak cause g technology,fake
741,break presidential candidate herman cain die covid,fake
742,death remain bring dataset record death wednesday low average cumulative total include probable death report nyc ny state,real
743,collect data race fundamental understanding outbreak know health care system underserve black community know latinx asian community experience overlap distinct barrier care,real
744,fauci call launch importantteste patient hospital hashtagcoronaviru,real
745,white house grants covid green card visa,fake
746,therapeutic prove therapy severe hashtagcovid hashtagdexamethasone announce june support therapeutic accelerator arm currently scaleup,real
747,hashtagcovid spread people symptom know infect mask help prevent people covid spread virus learn hashtagwearamask hashtagworldmaskweek,real
748,viral message show roadmap ease restriction covid india,fake
749,initiative deliver hashtagcovid testing california vulnerable disadvantaged,real
750,irish drug cartel announce heroin stimulus package amid covid crisis,fake
751,know breathing hashtagwildfire smoke cause symptom similar hashtagcovid like dry cough sore throat trouble breathing learn tell difference,real
752,coronavirus create lab patent,fake
753,people hospital covid auckland city north shore hospital middlemore patient isolation general ward,real
754,news government reveal new line mask allow wearer travel freely lockdown,fake
755,daily update publish track million test k yesterday new alltime high state report k new test detail,real
756,alcohol wash sanitize digestive system,fake
757,late weekly epidemiological report hashtagncdcw week focus implementation guideline extend lockdown ease nigeria ncdc remain committed nigerian inform follow emerge evidence hashtagcovid read,real
758,percapita number obviously importantand use case covid spread quickly absolute number important,real
759,hashtagcoronavirusupdate roundpushpinstatewise detail total confirm hashtagcovid case till august rightarrowstate confirm case rightarrowstate confirm case rightarrowstates confirm case rightarrowtotal confirm case far,real
760,case passenger greg mortimer cruise ship receive confirmation uruguay previously report case case recover mean new zealand combine total confirm probable case,real
761,late update ministry health today report new case covid confirm case probable case case link st margaret hospital rest home auckland,real
762,prepare expect antibody test week way,real
763,covid cause healthcare expert rethink screening,real
764,major league baseball consider tear coronavirusinfeste marlin park hashtagcoronavirus hashtagbaseball,fake
765,daily update publish state report k test k case death,real
766,late update ministry health th consecutive day new case covid new zealand total number confirm case remain total number confirm probable case,real
767,deaths flu year covid,fake
768,meeting chariot hold hashtagkalabari district hashtagkarnataka blame hashtagcorona medium release hashtagkarnatakabjpgovernment ignore hashtagcentralgovernment curfew,fake
769,rt teen hashtagcovid maintain social life hashtagsocialdistance important coping,real
770,equitable global access test treatment vaccine key end hashtagcovid fairly effectively efficiently risk risk safe everybody safe,real
771,doctor pune die coronavirus cremate muslim pune,fake
772,fda begin plan sequel covid hashtagmovie hashtaghealth hashtagfda hashtagcoronavirus hashtagepidemic hashtagcovid,fake
773,covid depend severity flu kill hayfever go kill hayfever bad young nowadays basic tablet antihistamine pollen high do cause discomfort,fake
774,hashtagcovid case totally harmless say limited datum case death rate far show rate time high people virus send hospital,fake
775,take vitamin d covid think evidence moderateish right conclusive real downside take moderate dose afaik people live northern latitude winter probably need vitamin d anyways,fake
776,news brexit party official line coronavirus rubber don order mussel,fake
777,totally agree hospitalization number extremely uneven go to statement monday capture datum long trend,real
778,new daily death hold steady yesterday new york continue dominate movement number new york number flatten,real
779,president donald trump say president obama fund coronavirus creatical biological wuhan lab,fake
780,michigan gov gretchen whitmer family spend second home break stayathome order,fake
781,photo show italian nurse hospital day get covid die,fake
782,covid abbreviation coronavirus disease year case report stop people share fake meaning,fake
783,republican national convention near round recent claim republicans covid economy,fake
784,sick hashtagcovid public health worker contact check health discuss contact ask stay home selfisolate answer hashtagslowthespread,real
785,image baby bear deformitie claim baby suffering coronavirus,fake
786,exactly transmit covid endemic batspangolin come eat understand inhalation dry dropping wet market classic vector,fake
787,example successful vaccine identify strategic advisory group provide recommendation appropriate fair use allocation vaccine propose roll phase hashtagcovid,real
788,chinese president xi jinping visit muslims understand contracting covid,fake
789,lakh people recover covid india far surge coronavirus case karnataka government impose lockdown bangalore pm july till july essential service continue ply hashtagcovid hashtagcoronavirusfact,fake
790,update miq number currently people manage isolation quarantine current effective capacity give excess capacity week project arrival departure facility,real
791,florida reopen hurricane beach hashtagcoronavirus hashtagflorida hashtaglockdown,fake
792,twitter list state dc public health department united states follow account stay current hashtagcovid,real
793,migrant labourer state gujarat protest amidst lockdown,fake
794,have face mask reuse day incubation period day,fake
795,achieve major health priority time crisis need strong collaboration gap provide expertise boost engagement stakeholder help country protect health gain recover hashtagcovid ensure health wellbeing allbackhandindexpointingright,real
796,eat cabbage report coronavirus stay cabbage long time,fake
797,daily new case continue drift slightly slightly low today state report k case slightly thursday,real
798,cdc briefing room dr nancy messonni gives update hashtagcovid info visit,real
799,speech night rnc donald trump point strong economy secure border coronavirus response reason americans reelect november factchecke,fake
800,drug cow urine pigeon membrane cure coronavirus,fake
801,pm th april breakdown case state lago fct kano osun oyo edo ogun kwara katsina bauchi kaduna akwa ibom delta ekiti ondo enugu river niger benue anambra borno jigawa abia gombe sokoto,real
802,canada criminalize cv measure require mask distance quarantine vaccine,fake
803,pm boris johnson say office worker work home add pub bar restaurant england operate table service close pm thursday update late covid restriction england,real
804,people link community cluster transfer auckland quarantine facility include people test positive covid household contact,real
805,social medium user claim ghana poorly respect food distribution amid covid season compare niger nigeria rwanda,fake
806,fbi serve warrant senator richard burr investigation stock sale link coronavirus hashtagburrgate,fake
807,social medium user share picture imran khan vladimir putin claim china russia gift pakistan million covid vaccine claim false satire publish share misleading claim,fake
808,issue alert buy holy color china,fake
809,chronic fatigue longterm effect hashtagcovid young adult,real
810,rollout g cause coronavirus coronaviruslike symptom,fake
811,photo show covid throat,fake
812,mild obesity risk factor covid,real
813,rt basis day roll average positivity rate week august come today,real
814,not know govt waste money testing want test govt think corona state seriousness govt let people suffer bbmp increase graveyard crematorium decent quick cremation,fake
815,yes fantastic order private lab send negative test result state like state way know real positive rate testing,real
816,kentucky continue hashtagstayathome hospital overload distance relaxed potential k hospitalization overwhelming system learn,real
817,hashtagcoronavirusupdate hashtagindiafightscorona lowest globally india hashtagcovid case fatality rate slide,real
818,protect hashtagcovid avoid expose virus use everyday prevention action prevent spread respiratory virus cover cough wash hand stay home sick,real
819,new video stop spread hashtagcovid physical distancing practice good hygiene avoid nonessential travel watch learn help slow spread,real
820,native americans north dakota subject receive novel coronavirus vaccine,fake
821,olympics postponement mess drug cheat careful planning hashtagdrug hashtagcoronavirus hashtagcheate hashtagolympicgame,fake
822,government attempt stop coronavirus outlaw communal worship deity create virus,fake
823,association severity coronavirus infection blood type emerge,real
824,georgia tops list state high rate new covid case critic suggest surge relaxed approach mask wear little enforcement local government,real
825,donald trump coronavirus president dangerous,fake
826,hashtagindiafightscorona total hashtagcovid recoverie india surpass lakh increase recovery rate couple consistently fall case fatality rate,real
827,average salary medical resident year,real
828,know communicate american sign language watch video hashtagcovid hashtagasl video series cdc streaming health youtube channel,real
829,pope un use covid crisis come well bad,fake
830,kia ora brandon sorry frustrating experience development team work address compatibility issue ministry email query andor feedback tracingappfeedbackgovtnz,real
831,alarming text message sign claire magne friend nurse,fake
832,cdc information population need extra precaution protect hashtagcovid,real
833,man beef pepper onion rice tea hashtagfood hashtagcoronavirus hashtagfoodshortage,fake
834,new case hashtagcovidnigeria lago oyo ebonyi fct imo edo delta river kaduna ondo katsina kano bauchi borno kwara gombe sokoto enugu yobe osun nasarawa confirm discharged death,real
835,death row inmate die hashtagcovid,real
836,nondominant hand open door way prevent coronavirus,fake
837,video doctor faint floor getting infect coronavirus,fake
838,indian police mistreat positive coronavirus patient,fake
839,brazilian supreme court deny order army hospital treat covid patient,fake
840,confound data issue right new york city reporting confirm presumptive death state state ohio lump number messy come day,real
841,viral post coronavirus covid unicef accurate,fake
842,surge coronavirus infection sign far bad thing come public health england say follow live hashtagcoronavirus update backhandindexpointingdown,real
843,recipe genuine basic antivirus punch hopefully mr mean covid onetwo punch hashtagechinacea,fake
844,say india help world mass vaccine production seriously give dam india give away hydroxy chloroquine hoax covid cure help god,fake
845,wonder help friend healthy summer stay safe hashtagcovid wash hand stay foot apart hashtagwearamask learn friend help protect hashtagmaskingforafriend hashtagworldmaskweek,real
846,unclear large pende number make impossible calculate real positive rate unfortunately,real
847,covid update new confirm case covid community link previous case auckland cluster case investigation believe link exist cluster,real
848,coronavirus spread consumption bat soup accord scientist,fake
849,say cdc recommend man shave beard protect coronavirus,fake
850,hashtagfactcheck coronavirus settle air naaaa fake wear hashtagmask practice hashtagsocialdistancing advise,fake
851,trump say press briefing need ventilator able access april official state tell covid patient deny ventilator,fake
852,give hiccup daily number right helpful focus weekly trend compile,real
853,scream window frustration event ahead hashtagdonaldtrump hashtagpolitic hashtageconomy hashtagcoronaviru,fake
854,coronavirus thousand fine break unclear ambiguous lockdown rule mps warn,real
855,cuban researcher develop cure covid,fake
856,covid mean lockdown year hashtagchina hashtagdemocrat hashtagcoronavirus hashtagcia hashtaglockdown hashtagcdc,fake
857,doctor treat patient corticosteroid official cure coronavirus interview television channel doctor paulo describe procedure,fake
858,good shave beard avoid infect coronavirus,fake
859,covid mean sheep surrender latin,fake
860,goi hashtagcovid case hashtaghomeisolation dip oxygen saturation lt require contact doctor medical attention,real
861,new study flu vaccine isignificantly associate increase risk coronavirus,fake
862,video show doctor nurse turn health ministry spain arrive hospital,fake
863,emerge policy consensus suggest state wait reopen case steadily decrease r consecutive week,real
864,widely available steroid reduce covid death severely ill patient study show,fake
865,news human allow temporary lockdown animal permanent lockdown good cure covid,fake
866,hashtagcoronavirusupdate hashtagcovid testing status update state sample test upto september sample test september hashtagstaysafe hashtagindiawillwin,real
867,story morning redcirclepm consider new hashtagcoronavirus measure london mayor insist wait redcircleeuropean country impose new restriction redcircleus supreme court judge ruth bader ginsburg die,real
868,large outbreak entire building close hour thorough disinfection staff work home till build adequately disinfect declare fit reoccupation,real
869,chinese take medicine vaccine corona virus stop go hospitalthey instead kill virus heatvery hot steam inhalation kettle times day hot gargle times day hot tea times day virus die day result ve,fake
870,balance health liberty pandemic require sensible compromising,real
871,food discard sao paulo governor decree,fake
872,rt solidarity key ingredient fight hashtagcovid glad european nations france germany luxembourg switzer,real
873,message claim disaster management act dma indian government update post coronavirus relate information social medium,fake
874,india report new infection take confirm case tally lakh madhya pradesh cm shivraj singh chouhan test positive novel coronavirus president brazil jair bolsonaro test negative covid hashtagcoronavirusfact,fake
875,video show covid patient exit hospital new zealand,fake
876,government change rule selfisolation force people stay home hashtagcoronavirus,real
877,social medium user claim chinese aren take medicine vaccine coronavirus instead kill virus heat recover day claim false read hashtagfactcheck report know hashtagcoronavirusfact,fake
878,quarantine man celebrate st patrick day keg stand living room hashtagstpatricksday hashtagcovid hashtaglockdownontario,fake
879,louisiana stripper say contracts coronavirus point attend t hashtagdonaldtrump,fake
880,update suicidal man seek coronavirus infection,fake
881,break scientist grow evidence coronavirus cure viennetta,fake
882,image accompanie text italian prime minister weep recognize lose battle coronavirus,fake
883,limit social gathering lift people include event home outside home like religious service party wedding tangihanga funeral detail,real
884,rt good news infection rate covid dallas county low case report h,real
885,new case hashtagcovidnigeria lago oyo katsina delta river ogun edo osun ebonyi fct kaduna ondo imo abia gombe plateau bauchi ekiti anambra confirm discharged death,real
886,revision paulo state register death covid,fake
887,bill gates coronavirus vaccine develop oxford researcher cause test subject coronavirus,fake
888,country ignore covid inform strengthen immune system eg vitamin c d chlorine dioxide solution weak immune system need separate exposure,fake
889,people italy throw money road outside say money useless save death spend service help needylesson humanity,fake
890,leader mt roskill evangelical fellowship encourage member congregation reteste covid comply public health advice selfisolation morning lab register new test congregation,real
891,facebook user claims melinda gate divorce husband bill gates want destroy africa,fake
892,hashtagindiafightscorona roundpushpinsop partial reopen schoolsschool wef todayst september checkmarkbuttonplanne reopen schoolsbackhandindexpointingdown hashtagstaysafe hashtagindiawillwin,real
893,governor andy beshear authorize kentucky teachers inhome visit parental approval teacher inspect bedroom student currently enrol k,fake
894,hashtagcovid vaccine deal work candidate producer say union health minister interview,real
895,west virginia overdose increase hashtagcovid pandemic,fake
896,loudspeaker hashtagcoronavirusupdate roundpushpin hashtagcovid india tracker august rightarrowconfirmed case rightarrowrecovere thumbsup rightarrowactive case rightarrowdeath hashtagindiafightscorona hashtagindiawillwin hashtagstaysafe,real
897,student test positive covid exam karnataka consortium medical engineering dental college karnataka graduate entrance test comedk,fake
898,daily update publish track million test k yesterday right april average note track test state report state report test detail,real
899,case previously report lago ondo state case total number confirm case lago ondo breakdown case state,real
900,coronavirus protect covid year vaccine use,real
901,bill gate admit video vaccine covid change people dna forever,fake
902,indian council medical research icmr issue guideline postlockdown phase,fake
903,loudspeaker hashtagcoronavirusupdate checkmarkbuttonindia hashtagcovid recovery rate improve september roundpushpinsteady improvement india covid recovery rate hashtaglockdown initiation march hashtagindiafightscorona,real
904,late hashtagcovidview report show influenzalike illness decline remain elevate hashtagcovid severity indicator hospitalization death increase additional datum,real
905,rt active case th total case recovery rate stand number test,real
906,join cdc emergency partner information connection epic today pm et special webinar reduce risk hashtagcovid engage daily life celebrate fourth july participate social activity return work,real
907,thank dialysis staff protect vulnerable patient hashtagcovid cdc new training webinar help prevent spread facility,real
908,pattern see case hospitalization couple month compare arizona new jersey new york texas,real
909,people guest hotel people enter th june th depart contact refer test negative result yesterday people follow,real
910,rt testing lakh sample day lab capacity increase augment number labsshifts dg,real
911,coronavirus britons antibodie level wane month sage warn,real
912,fox news trump test positive covid,fake
913,state see recordhigh averages alabama arizona california florida nevada north carolina oklahoma oregon south carolina texas,real
914,coronavirus premier innowner whitbread cut job,real
915,covid link onset pediatric type diabetes imperial college london study suggest,real
916,new case remain yesterday day average pretty steady day,real
917,goodwill industries international fire employee coronavirus pandemic,fake
918,large countryrandomized control trial billion people show covid patient treat hydroxychloroquine low death rate,fake
919,hashtagnewhampshire low percentage positive covid test suggest widespread aggressive testing new hampshire detect new case identify isolate new case help contain covid resorting lockdown,real
920,local man appoint world foremost expert coronavirus,fake
921,number area add coronavirus watchlist scientist warn transmission rate high uk find area affect,real
922,high level testing lead high number daily positive case state advise firmly focus comprehensive tracking prompt isolation effective treatment,real
923,see news federal government reroute hospital datum new system hhs think statesbased data compilation affect change,real
924,covid situation mh matter concern gj dl tn rj mp r smilingface belate wisdom prime concern soon reach k health infrastructure fit crosse k circumcision,fake
925,late cdc hashtagcovidview report new datum hashtagcovidlike illnesse hospitalization rate death check,real
926,michigan gov gretchen whitmer ban sale american flag covid pandemic,fake
927,japan new coronavirus test negative cost yen positive state bear cost,fake
928,yesterday laboratory complete test take manage isolation quarantine facility total number test complete new zealand date,real
929,vic branch nation say australia follow sweden switzerland taiwan approach covid european country death capita taiwan novel approach tracking infect hashtagcoronacheck,fake
930,video overcrowded shramik train claim mumbai travel west bengal,fake
931,chancellor angela merkel know pandemic virus laboratory,fake
932,fatality rate infect covid range age,fake
933,eradicate covid start moron tshirt gt gt gt,fake
934,week send incomingenvelopeto member state request join vaccine arm actaccelerator today country engage w covax global vaccine facility large diverse hashtagcovid vaccine portfolio theglobeshowingamerica,real
935,new case hashtagcovid report nigeria lagos fct kaduna state pm th april confirm case hashtagcovid report nigeria thirtythree discharge death,real
936,hashtagindiafightscorona mortality analysis basis age gender playbutton hashtagcovid death report male female playbutton death report people age group year death people year age secretary,real
937,mask effective stop spread hashtagcovid magic ingredient expert hashtagqanda hashtagfactcheck hashtagcoronavirusfact hashtagdatoscoronaviru,fake
938,covid testing labs india icmr,real
939,case previously include lago state case transfer ogun state case live satellite town ogun close lago lago state report confirm case ogun state report confirm case,real
940,news government tell people unable covid test allow use predict result,fake
941,bill melinda gates foundation headquarter call centre global human population reduction,fake
942,photo show crowd anticoronavirus lockdown rally berlin,fake
943,uk public confidence covid vaccine edge,real
944,week state break record number new case day include southern state western state,real
945,las vegas knock door nv power census cvd tester open door rob people gunpoint,fake
946,physician discover cure corona colloidal silver word liquid silver natural antibiotic tell isolate individual trouble spread msg happy greet surviver,fake
947,hashtagazimpremji foundation truly inspirational force social change thank change life kid,fake
948,lock period fantastic natural scenery sea beach near chandrabhaga puri konark marine drive road,fake
949,claim low mortality rate world covid false,fake
950,news bbc replace nichola sturgeon pandemic briefing jamie oliver make curry haggis,fake
951,hashtagcoronavirusupdate statewise detail total confirm hashtagcovid case till september rightarrowstate confirm case rightarrowstate confirm case rightarrowstates confirm case rightarrowtotal confirm case far,real
952,coronavirus vote trump hashtagdonaldtrump hashtagcoronavirus hashtagcovid,fake
953,similar arrangement investigate rotorua meantime confirm case transfer jet park hotel,real
954,wife suffer coronavirus pregnant doctor say win survive,fake
955,hashtagindiafightscorona number recover patient outpace active case lakh recover patient increase time active case date secretary hashtagstaysafe hashtagindiawillwin,real
956,recover case report today mean number active case new zealand new zealand receive hospitallevel care covid,real
957,prior economic downturn cause covid united states economy great peak,fake
958,little complexity state report current hospitalization lump laboratoryconfirme positive suspect case like california see break,real
959,new joe biden wrong recently suggest time person invoke defense production act response coronavirus,fake
960,evidence vitamin d deficiency root cause covid complication get press surprise pharma finance lot medium interest money,fake
961,hashtagcovid patient comorbiditie x likely hospitalize x likely die,real
962,seven additional case recover total number active case import case miq facility community case,real
963,cover late vaccine develop china include sinovac coronavac cansino adncov unnamed inactive vaccine wuhan sinopharm bbibpcorv russia gamcovidvac sputnik v cover,fake
964,expose hashtagcovid stay home selfquarantine away day step hashtagslowthespread,real
965,preexist hashtagcovid immunity people sick people unaffected,real
966,say game plan distribute coronavirus vaccine right,fake
967,people receive hospital level care auckland community cluster people auckland city hospital north shore hospital middlemore hospital,real
968,follow account know track california situation state complete barely k test day k test backlog go,real
969,govt clarify pradhan mantri suraksha bima yojana hashtagpmsby cover hashtagcovid related death pib say pradhan mantri jeevan jyoti bima yojana pmjjby cover hashtagcovid death certain condition,fake
970,broad dynamic fall case rise death weekly update early today,real
971,observe physical distance reduce risk contact droplet infect person sneezescough hashtagmaskonnaija reduce risk hashtagcovid spread hashtagtakeresponsibility checkmarkbutton hashtagwearafacemask checkmarkbuttonobserve physical distancing checkmarkbuttonwash hand frequently,real
972,country engage new hashtagcovid vaccine facility candidate vaccine evaluation clinical trial give large diverse covid vaccine portfolio world backhandindexpointingright,real
973,rt hashtagheartattack hashtagstroke take break hashtagcovid cdcapprove psa explain seek eme,real
974,cindy mccain endorse biden republicans yes americans foremost hashtagfoxnew widow distinguish military officer affiliate w bidendeep tie adversary ccplaunche bioweapon covid soilworld,fake
975,rightwe extremist libertarian evangelical build quebec movement covid restriction cbc news,fake
976,second case man thirty arrive new zealand india th june stay grand millennium record symptom point man wife travel report symptom,real
