,cleaned_text,label
3133,nbdr cheapest covid mask play penny news today borders inc tickernbdr begun receive shipping minute covid serological tests usa,UNINFORMATIVE
3134,httpurl us attorneys office continue critical public safety functions urge public report suspect covid fraud,UNINFORMATIVE
3135,march th day ago italy death coronavirus accord hashtag_worldometer today figure stand accord italian dept health today uk gov say die far hashtag_covid stay inside folk httpurl,INFORMATIVE
3136,nigeria ministry finance dear federal government nigeria need support ventilator assist hashtag_covid case arise everyday nigeria elon musk httpurl,UNINFORMATIVE
3137,chicago police require id access west block say try curb spread coronavirus aclu say violate people right httpurl httpurl,UNINFORMATIVE
3138,covid case study ict ai republic korea httpurl httpurl,UNINFORMATIVE
3139,kung kaya ng bansa nila mapapa ka sa iba south korea test people coronavirus explain death rate far low china httpurl,UNINFORMATIVE
3140,navy want use coronavirus patient resort stay ready deploy case war break plan use overflow trauma center deal injury shooting stabbing etc,UNINFORMATIVE
3141,winndixie customers important update like share new store hours hiring impact hashtag_covid hospitality restaurant industry hire additional associate httpurl httpurl,UNINFORMATIVE
3142,covid chinamicrobe update unitedstate new states utah hawaii hey minute didn t cruise ship dock hawaii week ago passengership suspicious facescreaminginfear peacesymbolblueheartsmilingfacewithsunglasse,UNINFORMATIVE
3143,total hashtag_covid patient accra far discharge continue care home health minister kwaku agyemang manu announce wednesday medium briefing hashtag_ghnewsagency,INFORMATIVE
3144,breaking trump say model show million americans die coronavirus strong mitigation effort say hopeful number coronavirus death hopefully hashtag_coronavirus hashtag_coronavirusupdate httpurl,UNINFORMATIVE
3145,hashtag_covid afghanistan suspicious case confirm case herat province negative case note accord unconfirmed report nurse test determine positive ibni sina hospital hashtag_kabul confirm report,INFORMATIVE
3146,cleverly disguise coercion retire doctor nurse encourage volunteer help shift local hospital imply judge act omission moral outrage hashtag_plus uparrowrisk severe hashtag_coronavirus httpurl,UNINFORMATIVE
3147,hashtag_breaking texas juvenile prison system report covid case employee giddings youth test positive agency say move forward staff giddings tx juvy prison mask site httpurl,INFORMATIVE
3148,sailor united states aircraft carrier teddy roosevelt cry unitedstate us sailor coronavirus hit aircraft carrier die contract virus httpurl,INFORMATIVE
3149,hashtag_breaking us postal service learn employee tyler main post office test positive covid confirmed httpurl,INFORMATIVE
3150,nadine story year old mother contracting recover hashtag_coronavirus comfort people vulnerable category,INFORMATIVE
3151,hashtag_breaking university southern california host class online test online class system case emergency situation amidst coronavirus fear hashtag_breakingnew hashtag_usc hashtag_college hashtag_break hashtag_news hashtag_coronavirus hashtag_covid httpurl,UNINFORMATIVE
3152,new massachusetts announce death coronavirus man suffolk county hospitalize pre exist condition hashtag_coronavirus hashtag_covid,INFORMATIVE
3153,corona positive patient come uk lahore knowing proceed ignore govt request come hospital run airport holed house take police hour hospital doctor hashtag_covid,INFORMATIVE
3154,nh dept health report new case covid state make total confirm coronavirus case nh hashtag_boston httpurl,INFORMATIVE
3155,s philippine representative rabindra abeyasinghe say k case covid country significant milestone say control spread disease prevent global pandemic,INFORMATIVE
3156,new estimate excess mortality covid suggest strong suppression measure need study lead dr prof harry hemingway show mitigation strategy lead excess death year httpurl httpurl,UNINFORMATIVE
3157,staten island confirm case hashtag_coronavirus city hall say people hospitalize citywide icu citywide number mirror borough breakdown specific info late case available httpurl,INFORMATIVE
3158,emergency meeting hold seller kohima municipal council jurisdiction view panic cause outbreak covid follow rate item approve httpurl,UNINFORMATIVE
3159,hospital bad case scenario imminent covid patient ventilator discuss ethic allocate lifesave equipment hopkins lead project guide hospital difficult decision httpurl,UNINFORMATIVE
3160,mix problem covid plague famine death swarm head asia currently cambodia laos tibet httpurl,UNINFORMATIVE
3161,hour test covid suspect infection result positive total covid detect case turkey death,INFORMATIVE
3162,ben ben set hold massive fundraising online showcase entitle puhon ben ben fb live event covid efforts piece collective perform big hit hour live stream stay respective home httpurl,UNINFORMATIVE
3163,man arrive mangaluru dubai sunday night hospitalise suspect coronavirus screen airport show elevated body temperature karnataka health official say httpurl hashtag_coronavirus hashtag_mangaluru httpurl,INFORMATIVE
3164,patient live new york work danbury hospital self quarantine wednesday test come positive tonight state kit contain test gov lamont request hashtag_coronavirus hashtag_nbcct,INFORMATIVE
3165,hashtag_break victorian man die coronavirus overnight bring state s death toll nationally chief health officer brett sutton say seven people icu hashtag_covidaus,INFORMATIVE
3166,coronavirus foreign islamic preacher attend tablighi jamaat event nizamuddin violate visa rule home ministry blacklist httpurl,UNINFORMATIVE
3167,httpurl coronavirus late merkel come quarantine germany death toll pass mark,INFORMATIVE
3168,mean covid tool harass detain muslims relate tz case s sad dangerous facewithrollingeye,UNINFORMATIVE
3169,washington governor jackass state high death rate coronavirus inslee snarky partisan remark pence unprofessional disrespectful inslee put personal politic care constituent act like american,UNINFORMATIVE
3170,usstylist shut coronavirus pandemic begin return work innovative new tool long extendable tree pruner httpurl,UNINFORMATIVE
3171,stomach issues covid infection asia gastro attach rip kid month ago sick day v high fever ache gastro took week recover young body ache,UNINFORMATIVE
3172,update biogen tell employee attend mgmt meeting boston week quarantine additional employee find infect hashtag_coronavirus biib httpurl,INFORMATIVE
3173,lynn valley care centre grind zero hashtag_coronavirus bc resident worker test positive hashtag_northvan family worry devastating experience repeat hashtag_covidvancouver,INFORMATIVE
3174,excited talk housing justice time hashtag_covid hashtag_atx great group folk need think support resident right create equitable agenda recovery join great tele townhall half hour,UNINFORMATIVE
3175,compare america taiwan appear control disease look number negative test positive test number negative coronavirus test positive coronavirus test taiwan america lagging,UNINFORMATIVE
3176,idea coronavirus relate wuhan virus research laboratory consider conspiracy theory china refusal immediately accept help centers disease control understandably arouse suspicion,UNINFORMATIVE
3177,foldedhandsfoldedhandsfoldedhand coronavirus cases strain new york city hospitals getting pound wsj httpurl,UNINFORMATIVE
3178,take step ready possible hashtag_covidmicrobe development day tremendous effort realize projectshospital help cure potential infect patientsbackhandindexpointingdown hashtag_togetheragainstcorona httpurl,UNINFORMATIVE
3179,direct renin inhibitor need study invitro covid well option downregulate ace time decrease conventional raas inflammation pathway httpurl,UNINFORMATIVE
3180,reason people ask pay stimulus fold crisis people new york die minute covid right know come deficit spending thing,UNINFORMATIVE
3181,princess s go coronavirus thousand leave cruise ship sydney tell self isolate people test positive coronavirus outbreak guardian httpurl,INFORMATIVE
3182,hashtag_russian infectious disease specialist hide trip hashtag_europe gets infect hashtag_coronavirus hashtag_russia httpurl,UNINFORMATIVE
3183,correction death woman th sudbury area contracting covid travel second ontario death man barrie close contact,INFORMATIVE
3184,microbe hashtag_covid death toll increase turkey redcircleturkey confirm new case test increase total number positive case httpurl,INFORMATIVE
3185,hashtag_coronavirus test come hashtag_donaldtrump family work hashtag_cdc recalled test come disclaimer test read negative hashtag_trumptrialforcoronavirusdeath hashtag_gop hashtag_whitehouse hashtag_nancypelosi httpurl,UNINFORMATIVE
3186,fcke need recover cough cold bc covid basi indi na mag ingod mga ppl hahahahaha,UNINFORMATIVE
3187,hashtag_mitey man link info government hashtag_coronavirus job retention scheme case need httpurl,UNINFORMATIVE
3188,share fact evaluation nih death certificate show direct causality coronavirus patient die pre exist morbidity condition httpurl,UNINFORMATIVE
3189,march dr dawn lindsay president aacc send notice aacc employee test positive novel coronavirus covid individual college location direct contact student,INFORMATIVE
3190,million people lay rest new york city islet include die aids tuberculosis coronavirus hashtag_urbanhistory hashtag_covid httpurl,UNINFORMATIVE
3191,gp work hashtag_walsall covid assessment hub say cry arrive work rubbish fly tip surgery car park httpurl,UNINFORMATIVE
3192,nepal enter th day nationwide lockdown report sixth case covid photo city th day lockdown day lockdown photo httpurl,INFORMATIVE
3193,disgusting way navy treat man show concern people command bbc news coronavirus navy remove captain brett crozier raise alarm httpurl,UNINFORMATIVE
3194,hashtag_break utah confirm case hashtag_covid hashtag_coronavirus year old davis county utah resident httpurl,INFORMATIVE
3195,disappointed government cover covid case country know indonesia apply herd immunity cheap reason asean country support government,UNINFORMATIVE
3196,remember death hour high number post country hashtag_covid pandemic uk include death community anecdotally paramedic tell see lot home death,INFORMATIVE
3197,dod reports st known case covid pentagon building test result await pentagon staff member include work national military command center nerve center us military httpurl,INFORMATIVE
3198,indian hashtag_pharmacompanie ask government airlift china key active pharmaceutical ingredient api require hashtag_hydroxychloroquine drug recommend treat severe hashtag_covid patient frontline hashtag_healthcareworker httpurl,UNINFORMATIVE
3199,connecticut illinois reportedly join new york california order resident stay home effect new york new jersey hashtag_coronavirus hashtag_covid,UNINFORMATIVE
3200,sunset hashtag_losangeles downtown temperature f tonight expect low f stay date hashtag_coronavirus hashtag_covid httpurl httpurl httpurl,UNINFORMATIVE
3201,quelle surprise knock feather etc know people dying die statistically significant number lockdown australia flu deadly infectious covid social distancing,UNINFORMATIVE
3202,give press conference right th confirm case hashtag_coronavirus hashtag_chicago today cps teacher vaughn occupational hs cancel tomorrow rally grant park hashtag_covid,INFORMATIVE
3203,director cdc call investigation coronavirus testing failure go wrong few covid test admined inus south korea dispatch httpurl,INFORMATIVE
3204,hashtag_kimin circle declare hashtag_highalertzone person neighbour north lakimpur attend delhi nizamuddin markaz test positive hashtag_covid saturday,INFORMATIVE
3205,test positive coronavirus california cruise ship stuck limbo los angeles times trump denying text kits hatred democratic governor newman let people cruise ship die httpurl,INFORMATIVE
3206,hashtag_break new import case hashtag_coronavirus new death hashtag_china beijing shanghai guangdong fujian zhejiang shandong shaanxi sichuan march china report total confirm case death cured,INFORMATIVE
3207,wow france bad hit yestuday new death hour country far know eye storm poor soul rip germany look casualty invisiable war hashtag_france hashtag_covid hashtag_coronavirus hashtag_germany,INFORMATIVE
3208,know recover coronavirus patient actually immune idea httpurl,UNINFORMATIVE
3209,hashtag_covid hashtag_boris say pubs clubs gyms leisure centre close tonight keep people apart churches mosque limit number people supermarket need number inside people agree disagree,UNINFORMATIVE
3210,talk kim kim prather uc san diego atmospheric scientist study viruse bacteria eject ocean plead surfer monday stay water minimize chance contract coronavirus,UNINFORMATIVE
3211,natasha ott yo work nola medical clinic feel sick ott decline covid test cuz clinic test ott feel bad take test ott die kitchen test result come httpurl,INFORMATIVE
3212,let fight coronavirus shut light minute support coronavirus free india foldedhands let fight coronavirus punjab honble prime minister india ji hashtag_narendermodi hashtag_indiafightscorona hashtag_modivideomessage,UNINFORMATIVE
3213,hashtag_break hashtag_covid death report hashtag_florida acc florida dept health stmt total hashtag_coronavirus death httpurl,INFORMATIVE
3214,cardinal ignatius suharyo urge catholics vigilant steadfast prayer hashtag_indonesia tries cope hashtag_coronavirus outbreak httpurl,UNINFORMATIVE
3215,kind gesture legend basketball great donate pair safety goggle ucla health help doctor nurse staff fighting covid line bravo clappinghandsclappinghandsclappinghandsclappinghands camera ucla health httpurl,UNINFORMATIVE
3216,nsw health minister say dozen people young age group nsw coronavirus media conf channel,UNINFORMATIVE
3217,health care worker hashtag_italy infect hashtag_coronavirus percent country total case nation national health institute say hashtag_coronavirusupdate,INFORMATIVE
3218,fly fishing trout approve outdoor activity coronavirus quarantine day great news t wait hashtag_netde,UNINFORMATIVE
3219,march st k confirm positive covid today march week later s increase positive denial sign slow,INFORMATIVE
3220,russia face covid growth spain italy overwhelm country russia ventilator necessarily locate case russia large difficult shift quickly,UNINFORMATIVE
3221,pig price week p kg supply chain cope hashtag_coronavirus esp considering shift demand away hashtag_foodservice supermarket gd news port open china let positive outlook hashtag_feedthenation httpurl,UNINFORMATIVE
3222,new new coronavirus case confirm washington bring total case include death state health officer kathy lofy say,INFORMATIVE
3223,policecarlightpolicecarlightpolicecarlight hour new ppl infect ppl lose life hashtag_coronaviruspandemic worldwide need stop come stage hashtag_coronavirus india rate dear friend support hashtag_jantacurfew ur home day hashtag_fightcovid httpurl,INFORMATIVE
3224,swedish pm deputy pm social affairs minister explain new agreement allow extra power government hashtag_covid matter repeat request swede avoid travel easter praise opposition party constructive cooperarion,UNINFORMATIVE
3225,jared kushner determine ny didn t need ventilator hour am friday people die coronavirus new york bring total death toll nearly double day httpurl,INFORMATIVE
3226,finally dybala partner confirm test positive coronavirus sad news football soccerball stay strong dybala,INFORMATIVE
3227,woman recently travel grand princess cruise ship th case hashtag_coronavirus illinois woman special education assistant vaughn occupational high school chicago class cancel week httpurl,INFORMATIVE
3228,have hashtag_trumpmeltdown s happen america million people far file unemployment k covid hashtag_trumpdeathtoll near cure hashtag_trumpvirus come november rd,INFORMATIVE
3229,gold falls hopes slow coronavirus spread boost stocks spot gold cent ounce pm,UNINFORMATIVE
3230,verify luke christian university california san diego mean true prove negative raise eyebrow purse lip little coronavirus google scholar,UNINFORMATIVE
3231,san diego socal according masse care people like don t talk coronavirus s flu httpurl,UNINFORMATIVE
3232,hashtag_covid cure spread fox trump difference kill fox gop fairy tale cover hashtag_trumplies httpurl,UNINFORMATIVE
3233,live stream th march coronavirus self isolation mental health fifi garfield chat dr sarah powell clare halliday stay home current coronavirus pandemic mental health httpurl,UNINFORMATIVE
3234,yahya jafri patient pakistan diagnose coronavirus come iran recover donate blood plasma help treat patient covid hashtag_httpurl,INFORMATIVE
3235,go pakistan probably cross case corona virus official morning punjab record case covid gravity situation hit home people important people denialist httpurl,INFORMATIVE
3236,go globeshowingeurope africa italy records daily decrease ccp virus cases death report hashtag_chinesevirus hashtag_ccp hashtag_chinaliedpeopledie httpurl download epoch times app exclusive coronavirus coverage daily updateshttpurl,INFORMATIVE
3237,county governors dgs pc pay cut wake covid pandemic cog chairman say,UNINFORMATIVE
3238,w o seattle nursing home case probably zero sense concern treat seattle bay area exceptional cluster vs admit flu death january feb covid hospitalize w clue,UNINFORMATIVE
3239,m say cdc believe infect gov gavin newsom say think californians coronavirus month think virus old think firmly community,UNINFORMATIVE
3240,good covid resources discover far visual capitalist team curate list quality information virus impact fact drive reliable source hashtag_covidbe hashtag_factsmatter hashtag_coronavirus hashtag_coronavirusupdate hashtag_covid httpurl,UNINFORMATIVE
3241,late italy covid stat case death day day yesterday total case total case total case total death total death total death httpurl,INFORMATIVE
3242,moscow april interfax avn russian military expert arrive serbia deal coronavirus src httpurl rmw httpurl httpurl,UNINFORMATIVE
3243,new covid case gta evening yorkdale plaza lock rolex robbery story news listen live httpurl httpurl,INFORMATIVE
3244,japan domestic case coronavirus thursday morning separate cruise ship moor near tokyo month broadcaster nhk report domestic death cruise ship httpurl,INFORMATIVE
3245,since march number new hashtag_covid case ontario grow average daily the daily rate increase monday average these researcher look scenario rate increase keep par japan,UNINFORMATIVE
3246,greece person coronavirus come promise people camp person old go die unfortunately person heart lung disease going die httpurl,UNINFORMATIVE
3247,starbucks move drive delivery us amid coronavirus pledge day worker pay hashtag_nicejob httpurl,UNINFORMATIVE
3248,colombia cali march image people buy grocery shopping center day curfew decreed friday march tuesday march prevent spread coronavirus photo httpurl,UNINFORMATIVE
3249,update visitor policy mayo clinic limit number visitor covid response hashtag_rochmn httpurl,UNINFORMATIVE
3250,province sunday morning covid update report new confirm case ontario new case niagara case list pende patient s location,INFORMATIVE
3251,gov kristi noem say seven new case covid state beadle county brown county bring total positive case south dakota noem ask beadle county special precaution verge community spread httpurl,INFORMATIVE
3252,shoukat khanam hospital provide free covid test service hospital s commitment great good hour national need great httpurl,UNINFORMATIVE
3253,whoa life care center kirkland washington say patient recently die covid matter hour symptom facility monitor dozen worker infect flushedface httpurl,INFORMATIVE
3254,evidence country recover well hashtag_covid death rate fall strongly hashtag_china hashtag_southkorea remain stable high hashtag_france rise hashtag_uk lesson link public health system social cohesion httpurl,UNINFORMATIVE
3255,city houston rent hotel responder municipal worker member homeless community quarantine diagnose coronavirus mayor turner say likely reimbursable federal aid httpurl,UNINFORMATIVE
3256,late hashtag_nhs information hashtag_covid available incredible different language thank languages cover far english albanian amharic arabic armenian bengali bulgarian czech dari,UNINFORMATIVE
3257,round hashtag_coronavirus testing result grand princess cruise ship result come indicate seven people infect symptom read gt gt gt httpurl,INFORMATIVE
3258,italian citizen hashtag_timorleste investigate hashtag_coronavirus ministry health give info man stable confirm case hashtag_covid outbreak begin hashtag_tatoli,INFORMATIVE
3259,hashtag_covid patient hashtag_hydroxychloroquine heal fast hashtag_senegalese doctor disclose moussa seydi head infectious diseases department fann hospital dakar announcement people recover virus httpurl,INFORMATIVE
3260,hashtag_croozefmnews sport govern body broadcaster england call government meeting london monday discuss staging event close door case coronavirus outbreak worsen mass gathering ban httpurl,UNINFORMATIVE
3261,sailor test positive coronavirus airlift aircraft carrier pacific port visit navy ship ban httpurl httpurl,INFORMATIVE
3262,microbe pompeo infect trump entire trump cabinet hashtag_coronavirus attend aipac ironic countdown begin httpurl,UNINFORMATIVE
3263,ms mendoza day open restaurant economy recovers coronavirus plan volunteer community discover say httpurl,UNINFORMATIVE
3264,sasquatch county everpress ridgway print t shirt survive coronavirus toilet paper roll likeness add design httpurl httpurl,UNINFORMATIVE
3265,late coronavirus case pie chart show continuous onslaught take place italy overtake china area concern lead number coronavirus deaths italy spain iran case deaths x case httpurl,INFORMATIVE
3266,good new coronavirus patient male female include year old girl lagos recover discharge infectious disease hospital yab,INFORMATIVE
3267,go hour walk today see people time calorie burn plenty way stay active keeping distance hashtag_coronacrisisuk hashtag_covid hashtag_coronaviruspandemic hashtag_coronacrisis hashtag_coronavirus httpurl,UNINFORMATIVE
3268,english major wait case coronavirus bw apply master ain t come facewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoy hashtag_ntshalamoragobw,INFORMATIVE
3269,cruise yes thirty ship sea right like board httpurl hashtag_coronavirus hashtag_covid,UNINFORMATIVE
3270,randomize trial lopinavir ritonavir patient hashtag_covid publish summarize unfortunately find effective find summary topic,UNINFORMATIVE
3271,yes fairly quickly fortnight pretty know sweden s model work different assumption imperial esp covid hospital case move icu country world count covid death covid primary cause,UNINFORMATIVE
3272,cousin care home edinburgh die suddenly stroke early morning easter day case covid confirm home weird desperately upset relieved time,INFORMATIVE
3273,hashtag_ctvnewsdesk nigerian federal govt reviews lockdown covid case rise federal government relax total lockdown impose federal capital territory lagos ogun state curb spread covid httpurl,INFORMATIVE
3274,starunitedstatesstar people die gang relate death chicago single day weekend deadly epidemic nationwide panic social distancing toilet paper shortage hashtag_politics starunitedstatesstar hashtag_covid hashtag_coronavirus hashtag_covid,UNINFORMATIVE
3275,malaysia death hashtag_covid late year old man today seri petaling tabligh cluster new case today malaysia total recover total,INFORMATIVE
3276,hashtag_broker perspective hashtag_covid host joint webinar pandemic impact hashtag_embployeebenefit hashtag_openenrollment strategy today pm est httpurl hashtag_togetherremotely httpurl,UNINFORMATIVE
3277,director anthony f ambrose announce friday afternoon official issue summons violation executive order stop spread hashtag_covid nonessential business shut httpurl,UNINFORMATIVE
3278,colombia president duque announce march nationwide isolation measure effect tuesday march april measure intend slow spread coronavirus colombia summary hashtag_traveladvice httpurl,UNINFORMATIVE
3279,break buhari s chief staff abba kyari reportedly sick suspected contracting coronavirus hashtag_news hashtag_nigeria hashtag_africa hashtag_lagos hashtag_abuja hashtag_portharcourt hashtag_calabar hashtag_trend httpurl,INFORMATIVE
3280,yeah san diego kid andpeople want httpurl beach allow hard sd hospital overwhelm flu season people unusual covid people,UNINFORMATIVE
3281,aipac pro netanyahu group say people dc conference attend pence pompeo test positive coronavirus pence pompeo meet trump office recommend quarantine situation room day httpurl,INFORMATIVE
3282,hashtag_breaking child year old person confirm case covid cortland county hashtag_localsyr httpurl,INFORMATIVE
3283,covid kill man woman average pandemic go control survivor ratio woman man man permit marriage year ago dr zakir naik,UNINFORMATIVE
3284,expert trump s adviser doubt white house s coronavirus death estimate washington post wish concerted national plan wish start month half ago maybe month ago shaman say httpurl,UNINFORMATIVE
3285,minnesota labor force file unemployment amid covid crisis deed commissioner grove say new application yesterday grove say average huge jump stay home announcement,UNINFORMATIVE
3286,usa nearly x size population uk report case x case spread fast community transmission test finally ramp usa watch jump thousand present rate double day hashtag_covid,INFORMATIVE
3287,cool close coronavirus million case confirm worldwide hashtag_coronavirus httpurl,INFORMATIVE
3288,coach parent consider have kid miss spring break trip covid presumably jump specie area high population density kill little people globally influenza kill people america year,INFORMATIVE
3289,essential service operate district country covid case include lucknow hashtag_lockdown hashtag_fightagainstcorona httpurl,UNINFORMATIVE
3290,lorenzo sanz rip president real madrid complication covid die age httpurl,INFORMATIVE
3291,know accord new study china act week early instead lie number covid case reduce geographic spread limit yes chinese virus rt expose truth httpurl,UNINFORMATIVE
3292,break los baos resident die march test positive covid mayor ceasar perez announce tonight person investigation pui monitor disease hashtag_covidwatch hashtag_covidph httpurl,INFORMATIVE
3293,thank positive policy hashtag_newyorker especially hashtag_covid show need rewrite rule hashtag_workingfamilie economy work say help workplace hashtag_stayhealthy hashtag_savelive,UNINFORMATIVE
3294,update san francisco base us court appeals ninth circuit cancel en banc hearing non case relate meeting week hashtag_coronavirus concern oral argument going forward note hashtag_covid httpurl httpurl,UNINFORMATIVE
3295,yr old man hashtag_godhra hashtag_covid patient hashtag_panchmahal pass away private hospital hashtag_vadodara test positive wednesday family claim travel history hashtag_coronavirusindia hashtag_covidupdate hashtag_gujarat,INFORMATIVE
3296,hashtag_amnewser shift regional news anchoring hosting duty plus hashtag_coronavirus update morning edition fm app httpurl oam hashtag_thursdaymorning hashtag_journolife hashtag_neprnewsnetwork hashtag_cityoffirst hashtag_stayhome httpurl,UNINFORMATIVE
3297,shift hospital yesterday hashtag_handwashingchallenge help prevent spread hashtag_covid nominated wash hand hashtag_nationaldayoffastingandprayer ghana httpurl,UNINFORMATIVE
3298,break big change white house plus medical expert minute separate fact fiction covid update senate s burisma investigation join p et httpurl,UNINFORMATIVE
3299,march nyc health department report number covid case diagnosis date instead report date diagnosis date date go doctor swab take testing previously report date infection,UNINFORMATIVE
3300,france confirm covid solar reprieve amid flurry auction result httpurl minister say country green energy grant delay award tender,UNINFORMATIVE
3301,case miss night host amazing webinar angela davis speak intimate discussion movement build time coronavirus crisis satelliteantennareplay available httpurl httpurl,UNINFORMATIVE
3302,coronavirus info sharing like track progress virus suggest john hopkins university dashboard say perfect reputable source note recover hashtag_coronvirusuk httpurl,UNINFORMATIVE
3303,san diego biotech company develop covid vaccine collaboration duke university national university singapore tulsa county s positive covid case recover individual negative test indicator recovery,INFORMATIVE
3304,pune hashtag_covid patient admit naidu hospital test negative repeat sample discharge hospital dr rajendra hunkare chief health dept pune municipal corporation hashtag_maharashtra,INFORMATIVE
3305,sa medical association today approach high court urgent application limpopo health dept isolation doctor take modimolle mdr tb hospital testing positive hashtag_covid hashtag_sabcnew,INFORMATIVE
3306,utah health officials announce case hashtag_covid httpurl h t pathfinder hashtag_coronavirus,INFORMATIVE
3307,retailgazette game say furlough entire workforce regular pay month guarantee job april hashtag_retailnew hashtag_businessnews hashtag_jobcuts hashtag_employment hashtag_covid hashtag_game hashtag_mikeashley httpurl,UNINFORMATIVE
3308,prez host daily virtual forum hashtag_covid response hashtag_bcgoesonline join pm httpurl telephone meeting id httpurl,UNINFORMATIVE
3309,oluwaseun osowobi person discharge infectious disease hospital idh fully recover novel hashtag_coronavirus disease hashtag_covid httpurl,INFORMATIVE
3310,hashtag_breaking erie county executive kathy dahlkemper say new confirm positive case covid erie county case negative test,INFORMATIVE
3311,death outside china feb diamond princess feb dr li wenliang feb covid feb france st europe feb china wildlife legislation feb shincheonji church feb iran feb italy lockdowns feb,INFORMATIVE
3312,die covid chicago black despite make population stop say pandemic affect equally virus doesn t discriminate system,UNINFORMATIVE
3313,dhhs padding hashtag_try run count justify lockdown dhhs report death relate coronavirus oppose cause coronavirus o w death actually cause coronavirus decease test positive hashtag_nhpolitic,UNINFORMATIVE
3314,china admit having treat dozen hashtag_wuflu case say little til wk later travel advisory dec jan global exposure gt month isn t widespread s wks covid allege debut httpurl,UNINFORMATIVE
3315,rand paul vote week coronavirus spending bill case kentucky people test ky include paul symptom know contact w infect person abundance caution,INFORMATIVE
3316,cpl doctor travel history start see patient immediately come bk hospital treat approx patient day fir hashtag_kanikakapoor register fir cpl hashtag_covid hashtag_covidindia,UNINFORMATIVE
3317,guy week apart st foto chasing bull fire dodge firework tultepec mx nd foto chase news elude novel coronavirus lakewood nj hashtag_doingwhatilove hashtag_lovingwhatido httpurl,UNINFORMATIVE
3318,country music legend kenny rogers career span decade die age family say pass away home natural cause family say plan small private service concern national covid emergency,UNINFORMATIVE
3319,day state department health spokesperson tell keep track number people hawaii recover coronavirus website show exactly httpurl,UNINFORMATIVE
3320,today s news yo mum tiny holohan sorry think legend walk km moving room s mt long step band workout hashtag_covid hashtag_stayhomesavelive hashtag_cocoon httpurl,UNINFORMATIVE
3321,case think chloroquine prescribed asthma therapy hydroxychloroquine steroid dependent asthma pulmonary pharmacology httpurl let ask nussbaum fauci steal patent graft hashtag_covid,UNINFORMATIVE
3322,positive case covid report maharashtra friday take total test positive mumbai include year old man travel history turkey year man travel history uk httpurl,INFORMATIVE
3323,government s investigation prosecution scientist nondisclosure prove counterproductive unwittingly help china achieve long frustrated goal lure scientific talent professor invent minute covid test hashtag_trumppandemic,UNINFORMATIVE
3324,huffpostukpol rt huffpostuk review uk lockdown measure place thursday hospital coronavirus death toll rise httpurl,INFORMATIVE
3325,let act infect extra extra precaution people u wash hand sec sec u wash time day time fight hashtag_covid,UNINFORMATIVE
3326,case miss news covid irs treasury department push tax filing payment deadline july extra month file pay pay refund day httpurl,UNINFORMATIVE
3327,china report domestic coronavirus case guangzhou day epicentre wuhan report new coronavirus case fourth consecutive day report pti httpurl,INFORMATIVE
3328,south korea take virus start basketball baseball find confirm case covid day us competent leadership government probably sport arena right,UNINFORMATIVE
3329,hashtag_covid hashtag_coronavirus webinar medical trainee today april pm register httpurl registering receive confirmation email join instruction question contact deanerycovidenquirie httpurl,UNINFORMATIVE
3330,st case coronavirus confirm mn recommend read follow guideline cdc prevent spread disease httpurl staff continue monitor emerge situation inform,INFORMATIVE
3331,exact thing go fresno know shit ton case report far screen criterion mean screen bad direct case test m sure d s hashtag_covid,INFORMATIVE
3332,covid outbreak china confirm case death recover south korea infection death italy report infection iran report infection death us report covid case death,INFORMATIVE
3333,new rule prohibit israelis leave home seven day take effect sunday morning number confirm coronavirus case approach httpurl,INFORMATIVE
3334,shocking expect health inspector know answer question specific pm mind want waste police time investigate case corona spread intoxicated power national security police state,UNINFORMATIVE
3335,policecarlightpolicecarlightpolicecarlightbackhandindexpointingrightmediumskintonecoronavirus live news spain record drop daily death toll wuhan resident tell stay indoors httpurl,UNINFORMATIVE
3336,tonight dhec announce investigate possible case covid south carolina confirm cdc hear people midlands react late development try stay safe httpurl,INFORMATIVE
3337,report study wave intensive care patient recover hashtag_covid indicate potentially long term weaken lung capacity respiratory patient test lung function spirohome personal send result doctor httpurl httpurl,UNINFORMATIVE
3338,health ministry briefing april hashtag_covid new case past hour total death death past hour people recover double rate tablighi case happen rate day say lav agarwal,INFORMATIVE
3339,new york state office mental health police department omh safety security peace officer die coronavirus httpurl,INFORMATIVE
3340,like trump hide truth russia population million few coronavirus case luxembourg httpurl,UNINFORMATIVE
3341,people make run toilet paper hand sanitizer response hashtag_covid past week colorado background check gun purchase double compare year number co bureau investigation,UNINFORMATIVE
3342,oui le expert quelle plaie rt president stand cdc expert scientist deal coronavirus cite fox news source know current number case,UNINFORMATIVE
3343,member medical assistance team shanghai leave leishenshan hospital wuhan monday group hashtag_covid patient ve treat discharge makeshift hospital httpurl,UNINFORMATIVE
3344,small fishing town camogli family handful case death town elder little resource prevent eld family member currently hospital covid,INFORMATIVE
3345,report sample send icmr port blair investigation yesterday negative covid nodal officer dr avijit roy say situation take completion period archipelago people free quarantine,INFORMATIVE
3346,thing signal ability healthcare system manage caseload new york excess ventilator texas covid patient hospital hospital bed texas hashtag_reopentx,INFORMATIVE
3347,staff ochsner medical complex river parishes west airline highway administer drive covid testing laplace la tuesday testing week offer start today d april thursday april am pm hashtag_covid httpurl,UNINFORMATIVE
